ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios2	dosescenarios2	1591235274099	 	3.3.1
REQUEST	1047		IniciadoOwner	1591235416002	1591235471422	OK	 
REQUEST	724		CursosDisponibles	1591235416044	1591235471436	OK	 
REQUEST	935		CursosDisponibles	1591235416272	1591235471456	OK	 
REQUEST	868		CursosDisponibles	1591235416411	1591235471469	OK	 
REQUEST	1021		IniciadoOwner	1591235411708	1591235471709	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	972		IniciadoClerk	1591235416121	1591235471776	OK	 
REQUEST	1044		IniciadoClerk	1591235416152	1591235471779	OK	 
REQUEST	450		CerradoSesion	1591235422810	1591235471781	OK	 
REQUEST	562		CerradoSesion	1591235422831	1591235471782	OK	 
REQUEST	603		CerradoSesion	1591235422862	1591235471782	OK	 
REQUEST	1036		IniciadoOwner	1591235416240	1591235471785	OK	 
REQUEST	528		CerradoSesion	1591235422893	1591235471786	OK	 
REQUEST	1015		IniciadoClerk	1591235416131	1591235471839	OK	 
REQUEST	685		CerradoSesion	1591235422913	1591235471840	OK	 
REQUEST	601		CerradoSesion	1591235422933	1591235471847	OK	 
REQUEST	1010		IniciadoOwner	1591235416173	1591235471911	OK	 
REQUEST	671		CerradoSesion	1591235422970	1591235471911	OK	 
REQUEST	546		CerradoSesion	1591235422981	1591235471912	OK	 
REQUEST	148		CrearCertificado	1591235411938	1591235471939	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1040		IniciadoClerk	1591235416261	1591235471962	OK	 
REQUEST	993		IniciadoOwner	1591235416501	1591235472017	OK	 
REQUEST	617		CerradoSesion	1591235423121	1591235472017	OK	 
REQUEST	686		CerradoSesion	1591235423143	1591235472018	OK	 
REQUEST	614		CerradoSesion	1591235423174	1591235472018	OK	 
REQUEST	683		CerradoSesion	1591235423185	1591235472019	OK	 
REQUEST	586		CerradoSesion	1591235423200	1591235472019	OK	 
REQUEST	135		CrearCertificado	1591235412023	1591235472024	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	213		CrearCertificado	1591235416621	1591235472072	OK	 
REQUEST	1027		IniciadoClerk	1591235416715	1591235472094	OK	 
REQUEST	588		CerradoSesion	1591235423293	1591235472095	OK	 
REQUEST	575		CerradoSesion	1591235423314	1591235472095	OK	 
REQUEST	869		CursosDisponibles	1591235416730	1591235472112	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1046		IniciadoOwner	1591235416730	1591235472114	OK	 
REQUEST	630		CerradoSesion	1591235423340	1591235472114	OK	 
REQUEST	684		CerradoSesion	1591235423340	1591235472115	OK	 
REQUEST	878		CursosDisponibles	1591235416803	1591235472122	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	895		CursosDisponibles	1591235416771	1591235472122	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	644		CerradoSesion	1591235423392	1591235472123	OK	 
REQUEST	612		CerradoSesion	1591235423440	1591235472124	OK	 
REQUEST	313		CrearCertificado	1591235416803	1591235472127	OK	 
REQUEST	850		IniciadoClerk	1591235412127	1591235472128	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	975		IniciadoClerk	1591235416803	1591235472130	OK	 
REQUEST	646		CerradoSesion	1591235423545	1591235472131	OK	 
REQUEST	1103		IniciadoOwner	1591235416824	1591235472145	OK	 
REQUEST	1089		IniciadoOwner	1591235416854	1591235472177	OK	 
REQUEST	1029		IniciadoClerk	1591235416865	1591235472186	OK	 
REQUEST	983		IniciadoClerk	1591235416880	1591235472212	OK	 
REQUEST	911		CursosDisponibles	1591235416911	1591235472253	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	825		CursosDisponibles	1591235416911	1591235472258	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	843		CursosDisponibles	1591235416922	1591235472267	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	879		CursosDisponibles	1591235417073	1591235472271	OK	 
REQUEST	894		CursosDisponibles	1591235417141	1591235472275	OK	 
REQUEST	812		CursosDisponibles	1591235417251	1591235472288	OK	 
REQUEST	989		IniciadoClerk	1591235412300	1591235472301	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	908		CursosDisponibles	1591235417320	1591235472303	OK	 
REQUEST	658		CerradoSesion	1591235423733	1591235472303	OK	 
REQUEST	640		CerradoSesion	1591235423764	1591235472307	OK	 
REQUEST	773		CursosDisponibles	1591235417350	1591235472308	OK	 
REQUEST	738		CerradoSesion	1591235423811	1591235472309	OK	 
REQUEST	687		CerradoSesion	1591235423885	1591235472310	OK	 
REQUEST	823		CursosDisponibles	1591235417371	1591235472316	OK	 
REQUEST	702		CerradoSesion	1591235424020	1591235472325	OK	 
REQUEST	855		CursosDisponibles	1591235417424	1591235472329	OK	 
REQUEST	882		CursosDisponibles	1591235417450	1591235472332	OK	 
REQUEST	926		CursosDisponibles	1591235417540	1591235472336	OK	 
REQUEST	907		CursosDisponibles	1591235417561	1591235472344	OK	 
REQUEST	286		CrearCertificado	1591235417651	1591235472471	OK	 
REQUEST	245		CrearCertificado	1591235412506	1591235472506	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	910		CursosDisponibles	1591235417814	1591235472508	OK	 
REQUEST	884		IniciadoOwner	1591235412524	1591235472524	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	906		CursosDisponibles	1591235417704	1591235472552	OK	 
REQUEST	883		CursosDisponibles	1591235417983	1591235472553	OK	 
REQUEST	982		IniciadoOwner	1591235412588	1591235472588	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	188		CrearCertificado	1591235412588	1591235472588	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	987		IniciadoClerk	1591235412588	1591235472588	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	827		CursosDisponibles	1591235417894	1591235472593	OK	 
REQUEST	599		CerradoSesion	1591235424404	1591235472595	OK	 
REQUEST	841		CursosDisponibles	1591235418051	1591235472788	OK	 
REQUEST	940		CursosDisponibles	1591235418051	1591235472851	OK	 
REQUEST	991		IniciadoOwner	1591235417630	1591235473314	OK	 
REQUEST	1079		IniciadoOwner	1591235417435	1591235473564	OK	 
REQUEST	143		CrearCertificado	1591235417640	1591235473640	OK	 
REQUEST	1109		IniciadoClerk	1591235424393	1591235473640	OK	 
REQUEST	1003		IniciadoClerk	1591235417583	1591235473724	OK	 
REQUEST	959		IniciadoClerk	1591235417493	1591235473726	OK	 
REQUEST	129		CrearCertificado	1591235417904	1591235473733	OK	 
REQUEST	1020		IniciadoOwner	1591235418563	1591235473787	OK	 
REQUEST	970		IniciadoClerk	1591235417671	1591235473791	OK	 
REQUEST	246		CrearCertificado	1591235418875	1591235473794	OK	 
REQUEST	356		CrearCertificado	1591235419121	1591235473797	OK	 
REQUEST	1104		IniciadoOwner	1591235417535	1591235473797	OK	 
REQUEST	654		CerradoSesion	1591235424754	1591235473799	OK	 
REQUEST	6		CursoCreado	1591235418321	1591235473817	OK	 
REQUEST	1052		IniciadoOwner	1591235418791	1591235473828	OK	 
REQUEST	47		CursoCreado	1591235424875	1591235473842	OK	 
REQUEST	626		CerradoSesion	1591235424875	1591235473843	OK	 
REQUEST	64		CursoCreado	1591235419251	1591235473853	OK	 
REQUEST	755		CerradoSesion	1591235424911	1591235473902	OK	 
REQUEST	544		CerradoSesion	1591235424921	1591235473903	OK	 
REQUEST	961		IniciadoClerk	1591235417550	1591235473943	OK	 
REQUEST	976		CursosDisponibles	1591235418004	1591235473943	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1090		IniciadoOwner	1591235418495	1591235473943	OK	 
REQUEST	1153		IniciadoClerk	1591235424435	1591235473945	OK	 
REQUEST	925		CursosDisponibles	1591235418093	1591235473945	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1096		IniciadoClerk	1591235424362	1591235473946	OK	 
REQUEST	93		CursoCreado	1591235424203	1591235473947	OK	 
REQUEST	1131		IniciadoOwner	1591235418400	1591235473947	OK	 
REQUEST	1065		IniciadoOwner	1591235418652	1591235474009	OK	 
REQUEST	1075		IniciadoOwner	1591235418760	1591235474038	OK	 
REQUEST	770		CursosDisponibles	1591235417651	1591235474063	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	700		CerradoSesion	1591235425235	1591235474064	OK	 
REQUEST	1011		IniciadoClerk	1591235418715	1591235474175	OK	 
REQUEST	275		CrearCertificado	1591235419905	1591235474218	OK	 
REQUEST	1088		IniciadoOwner	1591235418750	1591235474218	OK	 
REQUEST	1111		IniciadoClerk	1591235417904	1591235474220	OK	 
REQUEST	1198		IniciadoClerk	1591235424424	1591235474220	OK	 
REQUEST	974		IniciadoClerk	1591235417661	1591235474324	OK	 
REQUEST	1042		IniciadoClerk	1591235419356	1591235474324	OK	 
REQUEST	955		IniciadoOwner	1591235417605	1591235474374	OK	 
REQUEST	865		CursosDisponibles	1591235418104	1591235474374	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	269		CrearCertificado	1591235419910	1591235474429	OK	 
REQUEST	317		CrearCertificado	1591235419952	1591235474429	OK	 
REQUEST	32		CursoCreado	1591235414432	1591235474433	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	453		CrearCertificado	1591235420085	1591235474487	OK	 
REQUEST	1058		IniciadoClerk	1591235418305	1591235474488	OK	 
REQUEST	1065		IniciadoOwner Redirect 1	1591235474009	1591235474489	OK	 
REQUEST	1071		IniciadoClerk	1591235419335	1591235474550	OK	 
REQUEST	314		CrearCertificado	1591235419905	1591235474550	OK	 
REQUEST	302		CrearCertificado	1591235420174	1591235474599	OK	 
REQUEST	1039		IniciadoClerk	1591235418410	1591235474599	OK	 
REQUEST	300		CrearCertificado	1591235419486	1591235474600	OK	 
REQUEST	643		CerradoSesion	1591235424942	1591235474601	OK	 
REQUEST	409		CrearCertificado	1591235420325	1591235474646	OK	 
REQUEST	1024		IniciadoOwner	1591235418641	1591235474647	OK	 
REQUEST	1086		IniciadoClerk	1591235419633	1591235474647	OK	 
REQUEST	1050		IniciadoOwner	1591235419771	1591235474648	OK	 
REQUEST	1004		IniciadoOwner	1591235419883	1591235474657	OK	 
REQUEST	1025		IniciadoClerk	1591235420174	1591235474688	OK	 
REQUEST	1136		IniciadoOwner	1591235418975	1591235474689	OK	 
REQUEST	960		IniciadoClerk	1591235419241	1591235474690	OK	 
REQUEST	1085		IniciadoClerk	1591235419894	1591235474691	OK	 
REQUEST	1064		IniciadoOwner	1591235419941	1591235474691	OK	 
REQUEST	942		CursosDisponibles	1591235418114	1591235474694	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	923		CursosDisponibles	1591235418026	1591235474695	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1098		IniciadoClerk	1591235424890	1591235474695	OK	 
REQUEST	1168		IniciadoClerk	1591235424591	1591235474695	OK	 
REQUEST	986		IniciadoClerk	1591235419826	1591235474728	OK	 
REQUEST	1072		IniciadoClerk	1591235420543	1591235474728	OK	 
REQUEST	1030		IniciadoClerk	1591235420662	1591235474730	OK	 
REQUEST	1105		IniciadoOwner	1591235420683	1591235474730	OK	 
REQUEST	965		CursosDisponibles	1591235418083	1591235474753	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1095		IniciadoClerk	1591235420673	1591235474755	OK	 
REQUEST	1038		IniciadoOwner	1591235421114	1591235474755	OK	 
REQUEST	1182		IniciadoClerk	1591235424854	1591235474758	OK	 
REQUEST	1035		IniciadoOwner	1591235420934	1591235474758	OK	 
REQUEST	1048		IniciadoOwner	1591235420652	1591235474760	OK	 
REQUEST	1030		IniciadoClerk Redirect 1	1591235474730	1591235474763	OK	 
REQUEST	995		IniciadoOwner	1591235420965	1591235474783	OK	 
REQUEST	1150		IniciadoOwner	1591235420652	1591235474783	OK	 
REQUEST	1122		IniciadoOwner	1591235420792	1591235474784	OK	 
REQUEST	1037		IniciadoOwner	1591235421114	1591235474787	OK	 
REQUEST	1119		IniciadoOwner	1591235421160	1591235475066	OK	 
REQUEST	368		CrearCertificado	1591235421311	1591235475068	OK	 
REQUEST	329		CrearCertificado	1591235421434	1591235475140	OK	 
REQUEST	344		CrearCertificado	1591235421522	1591235475143	OK	 
REQUEST	247		CrearCertificado	1591235421543	1591235475165	OK	 
REQUEST	316		CrearCertificado	1591235421543	1591235475232	OK	 
REQUEST	328		CrearCertificado	1591235421563	1591235475252	OK	 
REQUEST	498		CrearCertificado	1591235421563	1591235475316	OK	 
REQUEST	341		CrearCertificado	1591235421621	1591235475433	OK	 
REQUEST	370		CrearCertificado	1591235421705	1591235475433	OK	 
REQUEST	1060		IniciadoOwner	1591235421840	1591235475440	OK	 
REQUEST	1129		IniciadoClerk	1591235421851	1591235475498	OK	 
REQUEST	1123		IniciadoClerk	1591235421871	1591235475539	OK	 
REQUEST	1016		IniciadoClerk	1591235421882	1591235475544	OK	 
REQUEST	522		CrearCertificado	1591235421913	1591235475567	OK	 
REQUEST	331		CrearCertificado	1591235421950	1591235475611	OK	 
REQUEST	1113		IniciadoClerk	1591235421950	1591235475611	OK	 
REQUEST	1092		IniciadoOwner	1591235421950	1591235475644	OK	 
REQUEST	1116		IniciadoOwner	1591235421961	1591235475644	OK	 
REQUEST	272		CrearCertificado	1591235421981	1591235475723	OK	 
REQUEST	1077		IniciadoOwner	1591235416121	1591235476121	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	984		IniciadoClerk	1591235416142	1591235476143	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	202		CrearCertificado	1591235416225	1591235476226	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1081		IniciadoClerk	1591235416261	1591235476262	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1070		IniciadoClerk	1591235416272	1591235476272	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	980		IniciadoOwner	1591235416411	1591235476412	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	285		CrearCertificado	1591235416490	1591235476491	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	315		CrearCertificado	1591235416533	1591235476534	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	9		CursoCreado	1591235416663	1591235476663	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1054		IniciadoClerk	1591235417251	1591235477252	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1059		IniciadoClerk	1591235417262	1591235477264	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1005		IniciadoOwner	1591235417273	1591235477274	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1017		IniciadoClerk	1591235417273	1591235477274	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1099		IniciadoClerk	1591235417273	1591235477274	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1106		IniciadoOwner	1591235417283	1591235477283	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1033		IniciadoOwner	1591235417330	1591235477330	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	922		IniciadoOwner	1591235417626	1591235477626	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	256		CrearCertificado	1591235417920	1591235477921	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1007		IniciadoOwner	1591235418532	1591235478532	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1041		IniciadoClerk	1591235418543	1591235478543	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1028		IniciadoClerk	1591235418610	1591235478611	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1108		IniciadoOwner	1591235418620	1591235478621	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1084		IniciadoClerk	1591235418630	1591235478631	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	7		CursoCreado	1591235418641	1591235478642	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	257		CrearCertificado	1591235418885	1591235478886	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1145		IniciadoOwner	1591235419534	1591235479534	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	8		CursoCreado	1591235420085	1591235480085	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	270		CrearCertificado	1591235420533	1591235480533	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	205		CrearCertificado	1591235420574	1591235480575	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1045		IniciadoClerk	1591235420620	1591235480621	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1091		IniciadoOwner	1591235420652	1591235480653	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1055		IniciadoClerk	1591235420662	1591235480663	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1094		IniciadoOwner	1591235420683	1591235480683	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1146		IniciadoOwner	1591235420693	1591235480694	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	45		CursoCreado	1591235420845	1591235480846	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	48		CursoCreado	1591235420955	1591235480956	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	1043		IniciadoClerk	1591235421114	1591235481115	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
REQUEST	11		CursoCreado	1591235421311	1591235481312	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.dp2.com/127.0.0.1:80 after 60000 ms
